uf_code,uf_name,up_code,subject_code,technology_esios
AL21,ALDEA IIG1,DUER,IBEG,Embalse
AL21B,ALDEA IIB1,DUEB,IBEG,Consumo bombeo
AL22,ALDEA IIG2,DUER,IBEG,Embalse
AL22B,ALDEA IIB2,DUEB,IBEG,Consumo bombeo
AL83AL,AL83AL,FORTR01,FORTI,Comercializadores mercado libre
AL83AM,AL83AM,FORTR01,FORTI,Comercializadores mercado libre
ALABRA,ALABRA,EGREEN,EGED,Eólica terrestre
ALACON,ALACON,EEGPEV,ECYR,Eólica terrestre
ALAHC01,UP_HALAHUR,ALAHC01,ALAHU,Comercializadores mercado libre
ALAIX,ALAIX,UPSON2,GNRA,Solar fotovoltaica
ALAIZ,ALAIZ,EGREEN,EGED,Eólica terrestre
ALAMAK,ALAMAK,FVALMK,NEXU,Solar fotovoltaica
ALAMILL,ALAMILL,FALAMIL,NEXU,Solar fotovoltaica
ALAMO,ALAMO,FVALAMO,CEG,Solar fotovoltaica
ALAMOFW,ALAMOFW,FFATFW,GNRA,Solar fotovoltaica
ALARCO,ALARCO,HFIBGES,IBGES,Embalse
ALARCOS,PV ALARCOS,ALARCOS,ADXRE,Solar fotovoltaica
ALARCS,ALARCOS,FALARCO,NEXU,Solar fotovoltaica
ALASE,ALASE,FVGNRA,GNRA,Solar fotovoltaica
ALB1,ALBARELLOS,UFMI,GNFG,Embalse
ALBA1,ALBA1,FYALBA1,CEG,Solar fotovoltaica
ALBA2,ALBA2,FYALBA2,CEG,Solar fotovoltaica
ALBACET,ALBACET,RPREZO,EGLE,Biogás
ALBAR,ALBAR,UPSDAF,GNRA,Solar fotovoltaica
ALBCC01,ALBCOUP,ALBCC01,ALBCO,Comercializadores mercado libre
ALBEI,ALBEI,FAUDAX,ADXRE,Solar fotovoltaica
ALBEII,ALBEII,FAUDAX,ADXRE,Solar fotovoltaica
ALBEIII,ALBEIII,FAUDAX,ADXRE,Solar fotovoltaica
ALBEIV,ALBEIV,FAUDAX,ADXRE,Solar fotovoltaica
ALBETA1,ALBETA1,FALBET1,NEXU,Solar fotovoltaica
ALBETA2,ALBETA2,FALBET2,NEXU,Solar fotovoltaica
ALBFW,ALBFW,FVGNRA,GNRA,Solar fotovoltaica
ALBUREJ,ALBUREJ,EHIBGES,IBGES,Eólica terrestre
ALC1,ALCALA J 1,BERJUCA,BARER,Fluyente
ALC2,ALCALA J 2,BERJUCA,BARER,Fluyente
ALCAC01,ALCAC01,ALCAC01,ALCAN,Comercializadores mercado libre
ALCANAD,ALCANAD,HFEGED,EGED,Fluyente
ALCARA1,ALCARA1,ERRIBGE,IBGES,Eólica terrestre
ALCARA2,ALCARA2,ERRIBGE,IBGES,Eólica terrestre
ALCARDE,FV ALCARDE,INTRE02,INTRA,Solar fotovoltaica
ALCARRA,ALCARRA,TIGALC,FUTGR,Gas natural cogeneración
ALCASUR,ALCSUR,FALCSUR,GESTE,Solar fotovoltaica
ALCAZ1,ALCAZ1,GALPS2,GALP,Solar fotovoltaica
ALCAZA2,ALCAZARES2,ALCAZA2,ELEIA,Solar fotovoltaica
ALCB,ALCOBA,UFGC,GNFG,Embalse
ALCNCH,ALCNCH,FALCNCH,NEXU,Solar fotovoltaica
ALCNORT,ALCALNR,FALCNOR,GESTE,Solar fotovoltaica
ALCOAS,ALCOAS,ENDER01,ENDCO,Comercializadores mercado libre
ALCOLEA,ALCOLEA,HALCOL,EGLE,Fluyente
ALCON1,ALCON1,FALCON1,NEXU,Solar fotovoltaica
ALCONCH,ALCONCHEL,FALCONC,EBLCO,Solar fotovoltaica
ALCORE,ALCORE,FALCORE,NEXU,Solar fotovoltaica
ALCORES,ALCORES,FALCOR,EGLE,Solar fotovoltaica
ALDDC01,ALDDC01,ALDDC01,ALDEC,Comercializadores mercado libre
ALDEA,ALDEA,UPALDEA,GNRA,Solar fotovoltaica
ALDEC0F,ALDEC01,ALDEC01,ALDEF,Comercializadores mercado libre
ALDEH,ALDEH,ALDEHU,HISPE,Eólica terrestre
ALDENG,ALDENG,RALDENG,PULSA,Biomasa
ALDEVIE,ALDEVIE,EEGPEM,ECYR,Eólica terrestre
ALDIX,ALDIX,UPSON3,GNRA,Solar fotovoltaica
ALDRC01,ALDRO ENER,ALDRC01,ALDRO,Comercializadores mercado libre
ALDRV01,ALDRV01,ALDRV01,ALDRO,Solar fotovoltaica
ALEACU,ALEACU,ENDER01,ENDCO,Comercializadores mercado libre
ALENTIS,ALENTIS,EALENTI,EBLCO,Eólica terrestre
ALESTE,ALESTE,EFEGEL2,EGED,Eólica terrestre
ALFRV1,ALFRV1,UPALC1,GNRA,Solar fotovoltaica
ALFRV2,ALFRV2,UPALC2,GNRA,Solar fotovoltaica
ALG3TG1,ALG3TG1,ALG3,REPSB,Ciclo combinado
ALG3TG2,ALG3TG2,ALG3,REPSB,Ciclo combinado
ALG3TV1,ALG3TV1,ALG3,REPSB,Vapor
ALGICA1,ALGICA1,ALGICA1,COALG,Comercializadores mercado libre
ALHAM,ALHAM,ALHAM,GNRA,Solar fotovoltaica
ALHAMB,ALHAMB,EGREEN1,EGED,Eólica terrestre
ALHEN1,UFALHENDI1,BAYWA1,IGNIS,Solar fotovoltaica
ALHEN2,ALHENDIN2,UPBAYWA,IGNIS,Solar fotovoltaica
ALHEN3,ALHENDIN3,BAYWA3,IGNIS,Solar fotovoltaica
ALHUELA,ALHUELA,HRPI,EGLE,Fluyente
ALIAGAR,ALIAGAR,FALIAGA,WMARK,Solar fotovoltaica
ALIJAR,ALIJAR,EGREEN1,EGED,Eólica terrestre
ALIJAR2,ALIJAR2,EALIJA2,SEDAE,Eólica terrestre
ALIOC01,ALIOC01,ALIOC01,ALIOE,Comercializadores mercado libre
ALIWIN,ALIWIN,FALIWN,NEXU,Solar fotovoltaica
ALIZAR,ALIZARSUN,FALIZAR,HISPE,Solar fotovoltaica
ALJORA,ALJORRA,FALJORR,NEXU,Solar fotovoltaica
ALLIUM,ALLIUM,FALLIUM,NEXU,Solar fotovoltaica
ALLUEVA,PE ALLUEVA,EEGPEV,ECYR,Eólica terrestre
ALM1,ALMOGUER 1,UFTA,GNFG,Embalse
ALM2,ALMOGUER 2,UFTA,GNFG,Embalse
ALM3,ALMOGUER 3,UFTA,GNFG,Embalse
ALMAC01,ALUM MAEST,ALMAC01,ALMAE,Consumos directos en mercado
ALMANDO,ALMANDO,HFEGED,EGED,Fluyente
ALMANS2,ALMANSA II,FDREU14,DREUA,Solar fotovoltaica
ALMANSA,ALMANSA I,FDREU13,DREUA,Solar fotovoltaica
ALMAREN,ALMAREN,EREGPEM,ECYR,Eólica terrestre
ALMAZ1,ALMAZ1,FIIBGES,IBGES,Solar fotovoltaica
ALMEND1,ALMEND1,EHIBGES,IBGES,Eólica terrestre
ALMENDA,ALMENDA,EWIESRB,NEXU,Eólica terrestre
ALMENDR,ALMENDR,EHIBGES,IBGES,Eólica terrestre
ALMERIQ,ALMERIQ,EALMERI,NEXU,Eólica terrestre
ALMNDRO,ALMNDRO,EGASN2U,GNCO,Eólica terrestre
ALMNSA,ALMANSA,FALMANS,NEXU,Solar fotovoltaica
ALMO1,ALMO1,FALMO1,CEG,Solar fotovoltaica
ALMODOV,ALMODOVAR,EGREEN,EGED,Eólica terrestre
ALMOF,ALMOFREI,HFGNRA,GNRA,Fluyente
ALMON2,ALMON2,UPALMON,GNRA,Solar fotovoltaica
ALMONOR,ALMONOR,EFEGEL1,EGED,Eólica terrestre
ALMORET,ALMORET,FAMORET,WMARK,Solar fotovoltaica
ALMOSUR,ALMOSUR,EFEGEL1,EGED,Eólica terrestre
ALMOVAR,ALMOVAR,FALMVAR,NEXU,Solar fotovoltaica
ALMVRIO,ALMVRIO,FALMRIO,NEXU,Solar fotovoltaica
ALMZ2,ALMZ2,FIIBGES,IBGES,Solar fotovoltaica
ALNERA,ALNERA,FALNERA,NEXU,Solar fotovoltaica
ALO1,ALLOZ 1,ASIEBRO,ASIE,Embalse
ALO2,ALLOZ 2,ASIEBRO,ASIE,Embalse
ALOMBA,ALOMBA,EFEGEL1,EGED,Eólica terrestre
ALONDE,ALONDE,FALONDE,NEXU,Solar fotovoltaica
ALPMAI,ALPMAI,FALPMAI,SOLRC,Solar fotovoltaica
ALPXC01,ALPXC01,ALPXC01,ALPEX,Comercializadores mercado libre
ALQSC01,ALQSC01,ALQSC01,ALSEG,Comercializadores mercado libre
ALQUERA,ALQRIA,FALQRIA,GESTE,Solar fotovoltaica
ALR2,ALCALA R 1,GDLQ,ENDG,Fluyente
ALR3,ALCALA R 2,GDLQ,ENDG,Fluyente
ALSEC01,ALSEC01,ALSEC01,ALSEC,Comercializadores mercado libre
ALSEMU1,ALSEMU1,FSEMUR1,NEXU,Solar fotovoltaica
ALSEMU2,ALSEMU2,FSEMUR2,NEXU,Solar fotovoltaica
ALSEMU3,ALSEMU3,FSEMUR3,NEXU,Solar fotovoltaica
ALTAMIR,ALTAMIRA,EHIBGES,IBGES,Eólica terrestre
ALTCO,ALCONERA,FALTCO,NEXU,Solar fotovoltaica
ALTENEL,ALTENELCAS,FFRSPRA,RSPRA,Solar fotovoltaica
ALTERRA,ALTERRA,EGREEN,EGED,Eólica terrestre
ALTIX,ALTIX,UPSON1,GNRA,Solar fotovoltaica
ALTOMOM,ALTOMONT,FGST144,GESTE,Solar fotovoltaica
ALTORRI,ALTORRI,TIGALT,COGEN,Gas natural cogeneración
ALTOSOL,ALTOSOL,FTALTOS,DETIC,Solar fotovoltaica
ALUEC01,ALUZPENIN,ALUEC01,ALUZE,Comercializadores mercado libre
ALUZC01,AHORRELUZ,ALUZC01,ALUZ,Comercializadores mercado libre
ALVSOL,SOL ALV,SHEPV02,SHEEN,Solar fotovoltaica
ALVSPK,SPK ALV,SHEPV01,SHEEN,Solar fotovoltaica
ALZ1,ALMARAZ 1,ALZ1,IGNU,Nuclear
ALZ2,ALMARAZ 2,ALZ2,IGNU,Nuclear
AMAREI,AMAREI,EFEGEL2,EGED,Eólica terrestre
AMAZC01,AMAZON C,AMAZC01,COMEF,Comercializadores mercado libre
AMB1,AMBASAGU 1,ASIDUE,ASIE,Fluyente
AMB2,AMBASAGU 2,ASIDUE,ASIE,Fluyente
AMB3,AMBASAGU 3,ASIDUE,ASIE,Fluyente
AMBIETX,AMBIETX,AMBIETX,BIZE,Consumo de Servicios Auxiliares
AMBITG1,AMBITG1,AMBIETA,BIZE,Ciclo combinado
AMBITG2,AMBITG2,AMBIETA,BIZE,Ciclo combinado
AMBITV,AMBITV,AMBIETA,BIZE,Vapor
AMBVE,AMBVE,UPAMB,GNRA,Solar fotovoltaica
AMD1,ALMADEN 1,JUCA,IBEG,Fluyente
AMD2,ALMADEN 2,JUCA,IBEG,Fluyente
AMD3,ALMADEN 3,JUCA,IBEG,Fluyente
AMD4,ALMADEN 4,JUCA,IBEG,Fluyente
AMEC01,AMEC01,AMEC01,AME,Comercializadores mercado libre
AMEITES,AMEITES,EHIBGES,IBGES,Eólica terrestre
AMELC01,-,AMELC01,AMELU,Comercializadores mercado libre
AMIC01,AMI,AMIC01,FORZA,Comercializadores mercado libre
AMIRAND,AMIRAND,TAZUCA2,EGLE,Gas natural cogeneración
AMIZAL,AMIZL,TAMIZAL,ATAL,Gas natural cogeneración
AMPADOR,AMP.PADOR,AMPEACI,WMARK,Eólica terrestre
AMPBEC,AMPBEC,ERONDA,WMARK,Eólica terrestre
AMPCHIE,AMPCHIE,HCGSIHA,HC G,Eólica terrestre
AMPEC01,AMPER,AMPEC01,AMPER,Comercializadores mercado libre
AMPHEAC,AMP.HEDRAC,AMPEACI,WMARK,Eólica terrestre
AMPHIE,AMPHIE,EGASN2U,GNCO,Eólica terrestre
AMPLLAN,AMP LLANOS,EEGPEV,ECYR,Eólica terrestre
AMPOCOG,AMPO,TAMPOC,GEMSL,Gas natural cogeneración
AMPRC01,AMPERE,AMPRC01,AMPEA,Comercializadores mercado libre
AMPSIL,AMPSIL,EHIBGES,IBGES,Eólica terrestre
AMYLUMI,AMYLUMI,COGAMYL,DETIC,Gas natural cogeneración
AMZFW,AMZFW,FVGNRA,GNRA,Solar fotovoltaica
ANARBE1,ANARBE1,HANARBE,GNRA,Fluyente
ANARBE2,ANARBE2,HANARBE,GNRA,Fluyente
ANDASO2,ANDASO2,SANDA2,EGLE,Solar térmica
ANDASO3,ANDASO3,SANDA3,EGLE,Solar térmica
ANDASOL,ANDASOL,SANDAS,EGLE,Solar térmica
ANDAYA,ANDAYA,TFGASN,GNCO,Gas natural cogeneración
ANDEVAL,ANDEVAL,FBIANHV,IBGES,Solar fotovoltaica
ANDSC,ANDSC,FVGNRA,GNRA,Solar fotovoltaica
ANG1,ANGUIANO 1,EBRA,IBEG,Fluyente
ANG2,ANGUIANO 2,EBRA,IBEG,Fluyente
ANG3,ANGUIANO 3,EBRA,IBEG,Fluyente
ANG4,ANGUIANO 4,ASIEBRO,ASIE,Fluyente
ANG5,ANGUIANO 5,ASIEBRO,ASIE,Fluyente
ANGEL,ANGEL,HGENHI,ANGEL,Fluyente
ANGELES,ANGELES,HVANGE,EGLE,Fluyente
ANGES,ANGES,FANGES1,CEG,Solar fotovoltaica
ANGLC01,ANGLER,ANGLC01,ANGLB,Comercializadores mercado libre
ANGOSTI,ANGOSTI,EGREEN1,EGED,Eólica terrestre
ANGOSTU,ANGOSTURAS,EEGPES,ECYR,Eólica terrestre
ANIMC01,ANIMC01,ANIMC01,ANIMA,Comercializadores mercado libre
ANLLO,C.H. ANLLO,HEGPE,ECYR,Fluyente
ANOIAEN,ANOIAEN,TTFANOI,NEXU,Gas natural cogeneración
ANORDES,ANORDES,EFEGEL2,EGED,Eólica terrestre
ANOVERR,ANOVR,FANOVR,GESTE,Solar fotovoltaica
ANSERA3,ANSERA3,HPEUSA,PEUSA,Fluyente
ANSERAL,ANSERAL,HPEUSA,PEUSA,Fluyente
ANSO1,ANSO1,TZAME,AME,Gas natural cogeneración
ANT1,ANTOÑANA 1,BEREBRO,BARER,Fluyente
ANTEC01,ANTEA,ANTEC01,ANTEA,Comercializadores mercado libre
ANTELLA,ANTELLA,HANTEL,EGLE,Fluyente
ANTEX,UF ANTEX,TANTEX,AME,Gas natural cogeneración
ANTFW,ANTFW,FVGNRA,GNRA,Solar fotovoltaica
ANTONI,ANTONI,EANTONI,EBLCO,Eólica terrestre
ANTONIO,ANTONIO,EZENET,EGLE,Eólica terrestre
ANTPX,ANTPX,UPANT,GNRA,Solar fotovoltaica
ANUBIS1,ANUBIS1,FVANUBI,WMARK,Solar fotovoltaica
ANVER,ANVER,FVGNRA,GNRA,Solar fotovoltaica
ANZ1,ANZANIGO,EBRACC1,ENDG,Fluyente
AOIZ,AOIZ,AE11COG,COGEN,Gas natural cogeneración
AOZPR,AOZPR,FVGNRA,GNRA,Solar fotovoltaica
APALAN1,APALAN1,EGREEN1,EGED,Eólica terrestre
APALAN2,APALAN2,EGREEN1,EGED,Eólica terrestre
APALAN3,APALAN3,EGREEN1,EGED,Eólica terrestre
APOLC01,APOLB,APOLC01,APOLB,Comercializadores mercado libre
APOZOS,APOZOS,HPOZOS,CEG,Hidráulica - No UGH
APRC01,APRC01,APRC01,APRES,Consumos directos en mercado
APRIC01,APRIM,APRIC01,APRIM,Comercializadores mercado libre
AQU127,AQU127,FAQU127,SOLRC,Solar fotovoltaica
ARABAYO,ARABAYO,FARBYON,NEXU,Solar fotovoltaica
ARACC01,ARACA1,ARACC01,ARACA,Comercializadores mercado libre
ARAGON,ARAGON,EEGPEM,ECYR,Eólica terrestre
ARAIC01,ARAIA,ARAIC01,CHPED,Comercializadores mercado libre
ARALAR,ARALAR,TPAARA,EGLE,Gas natural cogeneración
ARAS,ARAS,EGREEN,EGED,Eólica terrestre
ARASC01,ARASC01,ARASC01,ARAS,Consumos directos en mercado
ARAT,ARATORES,EBRACC1,ENDG,Fluyente
ARATOM,ARATOM,TARATO,EGLE,Gas natural cogeneración
ARAVI,SABARCA,ESANCHO,NEXU,Eólica terrestre
ARAZURI,ARAZURI,RCOPAMP,CEG,Biogás
ARB1,ARBON 1,VIES,REPSB,Embalse
ARB2,ARBON 2,VIES,REPSB,Embalse
ARBASOL,ARBASOL,FARBASL,NEXU,Solar fotovoltaica
ARBMN,ARBMN,UPARB,GNRA,Solar fotovoltaica
ARBOLE,ARBOLE,HFIBGES,IBGES,Fluyente
ARC1,A.CABRAL 1,VIES,REPSB,Fluyente
ARC2,A.CABRAL 2,VIES,REPSB,Fluyente
ARC3TG1,ARC3TG1,ARCOS3,IBGT,Ciclo combinado
ARC3TG2,ARC3TG2,ARCOS3,IBGT,Ciclo combinado
ARC3TV,ARC3TV,ARCOS3,IBGT,Vapor
ARCA,ARCA,FARCA,NEXU,Solar fotovoltaica
ARCH,ARCHENA,ARCH,BARER,Fluyente
ARCH-XV,ARCH-XV,TGYER01,TGYE,Comercializadores mercado libre
ARCH2,ARCH2,FVGNRA,GNRA,Solar fotovoltaica
ARCH4,ARCH4,FVGNRA,GNRA,Solar fotovoltaica
ARCICAR,ARCICLLR,FARCICR,GESTE,Solar fotovoltaica
ARCIREF,ARCIREF,EDPCR01,EDPCL,Comercializadores mercado libre
ARCKG1,ARCKG1,UPARCKG,GNRA,Solar fotovoltaica
ARCO1,ARCO1,FRSIGMA,REPSB,Solar fotovoltaica
ARCO2,ARCO2,FRSIGMA,REPSB,Solar fotovoltaica
ARCO3,ARCO3,FRSIGMA,REPSB,Solar fotovoltaica
ARCO4,ARCO4,FRSIGMA,REPSB,Solar fotovoltaica
ARCO5,ARCO5,FRSIGMA,REPSB,Solar fotovoltaica
ARCO8,ARCO8,FARCO8,CEG,Solar fotovoltaica
ARCOH,ARCOH,UPARCOH,GNRA,Solar fotovoltaica
ARCOS1,ARCOS1,ARCOS1,IBGT,Ciclo combinado
ARCOS2,ARCOS2,ARCOS2,IBGT,Ciclo combinado
ARDONA1,ARDONA1,FSPV3,EGLE,Solar fotovoltaica
ARDONA2,ARDONA2,FSPV10,EGLE,Solar fotovoltaica
ARE1,ARENZANA 1,EBRA,IBEG,Fluyente
ARE2,ARENZANA 2,EBRA,IBEG,Fluyente
AREFA,AREFA,EFEGEL1,EGED,Eólica terrestre
AREN,AREN,HCOHIG,EGLE,Fluyente
ARENAL,ARENAL,HARENG,EGLE,Fluyente
ARENALE,ARENALE,SARSOL,EGLE,Solar térmica
ARENALS,ARENALS,FAUDAX,ADXRE,Solar fotovoltaica
ARESA,ARESA,HFGNRA,GNRA,Fluyente
ARG1,ARGONE 1,EBRACC2,ENDG,Fluyente
ARG2,ARGONE 2,EBRACC2,ENDG,Fluyente
ARGANO,ARGANO,EHIBGES,IBGES,Eólica terrestre
ARGC01,ARGC01,ARGC01,ARGIM,Consumos directos en mercado
ARGHAR,ARGHAR,ENDER01,ENDCO,Comercializadores mercado libre
ARGOITI,ARGOITI,TUSARGO,GNRA,Derivados del petróleo o carbón
ARGSOL,ARGASOL,FARGASL,EBLCO,Solar fotovoltaica
ARGTAR,ARGTAR,ENDER01,ENDCO,Comercializadores mercado libre
ARI111,ARI111,FARI111,SOLRC,Solar fotovoltaica
ARIAS1,ARIAS1,HHDESP,HDE,Fluyente
ARIAS2,ARIAS2,HHDESP,HDE,Fluyente
ARIESTO,ARIESTO,HHDESP,HDE,Fluyente
ARIZ,ARIZMENDI,BEREBRO,BARER,Fluyente
ARLANZ,ARLANZ,TZAME,AME,Gas natural cogeneración
ARLAS,ARLAS,HFEGED,EGED,Fluyente
ARLAZON,ARLANZON,HGAME,AME,Fluyente
ARMEP,ARMEP,UPARM,GNRA,Solar fotovoltaica
ARMIJO,ARMIJO,RWESZN,HISPE,Eólica terrestre
ARNE1,ARNE1,UPARN1,GNRA,Solar fotovoltaica
ARNE2,ARNE2,UPARN2,GNRA,Solar fotovoltaica
ARNE3,ARNE3,UPARN3,GNRA,Solar fotovoltaica
ARNE4,ARNE4,UPARN4,GNRA,Solar fotovoltaica
ARNOYA,ARNOYA,HGIES,EGLE,Fluyente
ARPAL,ARPAL,FARPAL,NEXU,Solar fotovoltaica
ARQCU,ARQCU,HCUER,GNRA,Fluyente
ARR1,ARRAMBID 1,EBRA,IBEG,Fluyente
ARR2,ARRAMBID 2,EBRA,IBEG,Fluyente
ARR3,ARRAMBID 3,EBRA,IBEG,Fluyente
ARRIELO,ARRIELO,EMEDI,MEDI,Eólica terrestre
ARRO,ARROLLANDI,BEREBRO,BARER,Fluyente
ARROBO,ARROBO,FAROBO,NEXU,Solar fotovoltaica
ARROIBA,ARROIBA,HEGPE,ECYR,Fluyente
ARROYAL,ARROYAL,ELBOGA,EGLE,Eólica terrestre
ARRU1,UFARRU1,ARRU1,ARRUB,Ciclo combinado
ARRU1X,ARRU1X,ARRU1X,ARRUB,Consumo de Servicios Auxiliares
ARRU2,UFARRU2,ARRU2,ARRUB,Ciclo combinado
ARRU2X,ARRU2X,ARRU2X,ARRUB,Consumo de Servicios Auxiliares
ARSOL,ARSOL,FVGNRA,GNRA,Solar fotovoltaica
ART1,ARTIES 1,EBRFEN,ENDG,Embalse
ART2,ARTIES 2,EBRFEN,ENDG,Embalse
ARTABRA,ARTABRA,TARTABR,CEG,Derivados del petróleo o carbón
ARTEIXO,ARTEIXO,EFERSA,EGLE,Eólica terrestre
ARTICUL,ARTICULATA,FAZARA,NEXU,Solar fotovoltaica
ARTIGAS,ARTIGAS,RARTIGA,CEG,Biogás
ARTIX,ARTIX,UPSON2,GNRA,Solar fotovoltaica
ARUNAII,ARUNAII,EDEREN,EGLE,Eólica terrestre
ASC1,ASCO 1,ASC1,ENDG,Nuclear
ASC2,ASCO 2,ASC2,ENDG,Nuclear
ASCCI,ASCCI,CASMON,GNRA,Solar fotovoltaica
ASCOY,ASCOY,EASCOI,NEXU,Eólica terrestre
ASEGC01,UP1,ASEGC01,ASEGE,Comercializadores mercado libre
ASEGRE,RE-000291,HEEARG,CEG,Fluyente
ASEIXAL,ASEIXAL,EGASNE2,GNCO,Eólica terrestre
ASESA,ASESA,TFASESA,DETIC,Gas natural cogeneración
ASETYM,ASETYM,FASETYM,EBLCO,Solar fotovoltaica
ASETYM2,ASETYM2,FASETYM,EBLCO,Solar fotovoltaica
ASIEC01,COMPRA ENE,ASIEC01,ASIE,Comercializadores mercado libre
ASNEVES,ASNEVES,EFERSA,EGLE,Eólica terrestre
ASOAN,ASOAN,EFEGEL2,EGED,Eólica terrestre
ASOANA,ASOANA,EFEGEL2,EGED,Eólica terrestre
ASOEV,ASOEV,FVGNRA,GNRA,Solar fotovoltaica
ASOLANA,ASOLANA,EHIBGES,IBGES,Eólica terrestre
ASOMC,ASOMC,SENFV1,SOMEN,Solar fotovoltaica
ASPGN,ASPGN,HABGN,GNRA,Solar fotovoltaica
ASSEC01,ASSEC01,ASSEC01,ASSEN,Comercializadores mercado libre
ASTC01,ASTC01,ASTC01,AST,Consumos directos en mercado
ASTCP3,ASTCP3,ASTCP3,AST,Importación Francia
ASTE1A,ASTE1A,SASTE1A,NEXU,Solar térmica
ASTE1B,ASTE1B,SASTE1B,NEXU,Solar térmica
ASTEC01,ASTEC01,ASTEC01,ASTEN,Comercializadores mercado libre
ASTEXO2,ASTEXO2,SASTEXO,NEXU,Solar térmica
ASTLAMI,ASTLAMI,EDPCR01,EDPCL,Comercializadores mercado libre
ASTRC01,ASTRA,ASTRC01,ASTRA,Comercializadores mercado libre
ASTRIBC,ASTRIBC,ASRIHCC,HC G,Batería electroquímica
ASTRIBV,ASTRIBV,ASRIHCV,HC G,Batería electroquímica
ASTVP3,ASTVP3,ASTVP3,AST,Exportación Francia
AT79HU,AT79HU,FORTR01,FORTI,Comercializadores mercado libre
ATACI1,ATACI1,HFGNRA,GNRA,Fluyente
ATACI2,ATACI2,HFGNRA,GNRA,Fluyente
ATALAYA,ATALAYA,UPEBRO,IGNIS,Eólica terrestre
ATAQUIN,ATAQUIN,FATQINS,NEXU,Solar fotovoltaica
ATCOG,ATCOG,SESAR01,SHELL,Comercializadores mercado libre
ATEEC01,PENINSULA,ATEEC01,ATENC,Comercializadores mercado libre
ATENS,ATENS,FVGNRA,GNRA,Solar fotovoltaica
ATLEP,ATLEP,UPATLE,GNRA,Solar fotovoltaica
ATLROS,ATLROS,TATLROS,ATLAS,Gas natural cogeneración
ATLSC01,ATLSC01,ATLSC01,ATLAS,Comercializadores mercado libre
ATMINI,ATMINI,ENDER01,ENDCO,Comercializadores mercado libre
ATOMCSA,ATOMCSA,ATOMCEC,DETIC,Gas natural cogeneración
ATOMISA,ATOMISA,TBLANSA,EGLE,Gas natural cogeneración
ATOMIXS,ATOMIXS,ATOMICO,DETIC,Gas natural cogeneración
ATOMIZZ,UF_ATOMIZA,COGATOM,DETIC,Gas natural cogeneración
ATORMES,ATORMES,GAVIAEG,EGLE,Eólica terrestre
ATPC01,ATPC01,ATPC01,ATPEN,Comercializadores mercado libre
ATRIC01,ATRIAUP01,ATRIC01,ATRES,Comercializadores mercado libre
ATS1,ARTESIAG 1,ASIEBRO,ASIE,Fluyente
ATS2,ARTESIAG 2,ASIEBRO,ASIE,Fluyente
ATUEA,ATUEA,FVGNRA,GNRA,Solar fotovoltaica
AUDAC01,AUDAC01,AUDAC01,ADXRE,Comercializadores mercado libre
AUDAX01,ADBIOG01,RAUDAX,ADXRE,Biogás
AUNGNR,AUNGNR,AUNGNR,GNRA,Gas natural cogeneración
AUR114,AUR114,FAUR114,SOLRC,Solar fotovoltaica
AUREAFV,FGST151,FGST151,GESTE,Solar fotovoltaica
AUSIN,AUSIN,HHIPAL,EGLE,Fluyente
AUSINE,AUSINE,EAUSIN,CEG,Eólica terrestre
AUXESP,AUXESP,ENDER01,ENDCO,Comercializadores mercado libre
AUXIME,AUXIME,HSTMARI,GNRA,Fluyente
AUXMO2,AUXMO2,ENDER01,ENDCO,Comercializadores mercado libre
AVANC01,AVANC01,AVANC01,AVAN,Comercializadores mercado libre
AVENTOA,AVENTOA,EFEGEL1,EGED,Eólica terrestre
AVIADOR,AVIADOR,HCGSIHA,HC G,Eólica terrestre
AVILA,AVILA,HCGSCS3,HC G,Eólica terrestre
AVILC01,AVIL_ALUMB,AVILC01,AVIL,Consumos directos en mercado
AVIMN,AVIMN,UPSON3,GNRA,Solar fotovoltaica
AXEOC01,AXEO,AXEOC01,AXEOE,Comercializadores mercado libre
AXIABRE,AXIABRE,EENGAS,EGLE,Eólica terrestre
AYLUC01,AYLUZ,AYLUC01,AYLUZ,Comercializadores mercado libre
AYMVB,AYMVB,UPAYM,GNRA,Eólica terrestre
AYORA1,FV AYORA I,FVGREEN,EGED,Solar fotovoltaica
AYORA2,FV AYORA 2,FVGREEN,EGED,Solar fotovoltaica
AYORA3,FV AYORA 3,FVGREEN,EGED,Solar fotovoltaica
AYPGNR,AYPGNR,AYPGNR,GNRA,Derivados del petróleo o carbón
AZANON,AZANON,HAZANON,CEG,Fluyente
AZARA,AZARA,FAZARA,NEXU,Solar fotovoltaica
AZEBRO,AZEBRO,COGAZEB,DETIC,Gas natural cogeneración
AZGUALT,AZGUALT,TAZGUAL,DETIC,Gas natural cogeneración
AZNALC,AZNALC,FEGPE3,ECYR,Solar fotovoltaica
AZOF,AZOF,FVGNRA,GNRA,Solar fotovoltaica
AZSAAV,AZSAAV,EDPCR01,EDPCL,Comercializadores mercado libre
AZU1,AZUTAN 1,TAJO,IBEG,Embalse
AZU2,AZUTAN 2,TAJO,IBEG,Embalse
AZU3,AZUTAN 3,TAJO,IBEG,Embalse
AZUCB01,AZUCB01,UPAZU,GNRA,Solar fotovoltaica
AZUELO,AZUELO,EGREEN,EGED,Eólica terrestre
AZUEN,AZUEN,FVGNRA,GNRA,Solar fotovoltaica
AZUER1,AZUER1,FAZUER1,NEXU,Solar fotovoltaica
