uf_code,uf_name,up_code,subject_code,technology_esios
STC4,SANTURCE 4,STC4,IBGT,Ciclo combinado
STE1,S.TERESA 1,DUER,IBEG,Embalse
STE2,S.TERESA 2,DUER,IBEG,Embalse
STENBA,STENBA,TSTENBA,EGLE,Gas natural cogeneración
STEV,STEV,ESTEV,REPSB,Eólica terrestre
STIB,S.TIBURCIO,MHLRMER,ASIE,Fluyente
STINC01,STINC01,STINC01,STIN,Comercializadores mercado libre
STLLMA,STLLMA,ENDER01,ENDCO,Comercializadores mercado libre
STLLVI,STLLVI,ENDER01,ENDCO,Comercializadores mercado libre
STLLZA,STLLZA,ENDER01,ENDCO,Comercializadores mercado libre
STMCOG,STMCOG,SESAR01,SHELL,Comercializadores mercado libre
STMMIN,STMMIN,SESAR01,SHELL,Comercializadores mercado libre
STODC,STODC,FVGNRA,GNRA,Solar fotovoltaica
STOMAS,STOMAS,FSTOMAS,NEXU,Solar fotovoltaica
STROC01,STROC1,STROC01,STROM,Comercializadores mercado libre
STROV01,STROV01,STROV01,STROM,0
SUCAC01,SUCAS,SUCAC01,SUCAS,Comercializadores mercado libre
SUESO,SUESO,UPLSU,GNRA,Solar fotovoltaica
SULAC01,SULAYR,SULAC01,SULA,Consumos directos en mercado
SUMAC01,SUMAE,SUMAC01,SUMAE,Comercializadores mercado libre
SUNAC01,SUNAIR ONE,SUNAC01,SUNAI,Comercializadores mercado libre
SUNCC01,SUNCAPEN,SUNCC01,SUNCA,Comercializadores mercado libre
SUNFC01,SUNFC01,SUNFC01,SUNFL,Comercializadores mercado libre
SUNHC01,SUNAIRHOME,SUNHC01,SUNHO,Comercializadores mercado libre
SUNO1,SUNO1,FSUNO1,CEG,Solar fotovoltaica
SUNO2,SUNO2,FSUNO2,CEG,Solar fotovoltaica
SUNPC01,UP SUNPS,SUNPC01,SUNPS,Comercializadores mercado libre
SUPFOS,SUPFOS,ENDER01,ENDCO,Comercializadores mercado libre
SUPRC01,SELECTRA,SUPRC01,SUMIA,Comercializadores mercado libre
SUS1,SUSQUEDA 1,TERE,ENDG,Embalse
SUS2,SUSQUEDA 2,TERE,ENDG,Embalse
SUS3,SUSQUEDA 3,TERE,ENDG,Embalse
SVIRGEN,SVIRGEN,EREGPEM,ECYR,Eólica terrestre
SVOLTOR,SERRA VOLT,EVOLTOR,NEXU,Eólica terrestre
SWAPC01,SWAPENERGI,SWAPC01,SWAPE,Comercializadores mercado libre
SXOAN,SXOAN,EGREEN,EGED,Eólica terrestre
SYEEXXI,SYEEXXI,SYEEXXI,EEXXI,Solar térmica
SYEGUAS,SYEGUAS,HSYEGU,EGLE,Fluyente
SYENC01,SYENC01,SYENC01,SYENE,Comercializadores mercado libre
SYEONUR,SYEONUR,SYEONUR,EONUR,Solar térmica
SYGNSUR,SYGNSUR,SYGNSUR,GNSUR,Solar térmica
SYHCCUR,SYHCCUR,SYHCCUR,HCCUR,Solar térmica
SYIBCUR,SYIBCUR,SYIBCUR,IBCUR,Solar térmica
T101150,T101150,FT10150,SOLRC,Solar fotovoltaica
TAB1,TABESCAN 1,EBRFEN,ENDG,Embalse
TAB2,TABESCAN 2,EBRFEN,ENDG,Embalse
TAB3,TABESCAN 3,EBRFEN,ENDG,Embalse
TABER1,TABER1,FGASN2U,GNCO,Solar fotovoltaica
TABER2,TABER2,FGASN2U,GNCO,Solar fotovoltaica
TABERNS,TBRNAS,FTABRNS,GESTE,Solar fotovoltaica
TABLADO,TABLADO,EHIBGES,IBGES,Eólica terrestre
TABLARE,TABLARES,PETABLA,CEG,Eólica terrestre
TABLCET,TABLCET,TCETA,EGLE,Gas natural cogeneración
TABLERO,TABLERO,TTABLER,WMARK,Derivados del petróleo o carbón
TABLICI,TABLEROS,COGTABL,DETIC,Gas natural cogeneración
TABLOS,TABLOS,RTABLOS,EGLE,Biomasa
TACBR,TACBR,UPTAC,GNRA,Solar fotovoltaica
TACICAP,TACICAP,EHIBGES,IBGES,Eólica terrestre
TAEEXXI,ATL COOP,TAEEXXI,EEXXI,Energía residual
TAGUS1,TAGUS1,FIBGT12,IBGES,Solar fotovoltaica
TAGUS2,TAGUS2,FIBGT12,IBGES,Solar fotovoltaica
TAGUS3,TAGUS3,FIBGT34,IBGES,Solar fotovoltaica
TAGUS4,TAGUS4,FIBGT34,IBGES,Solar fotovoltaica
TAHIVI,TAHIVI,HCGSIHA,HC G,Eólica terrestre
TAJTN,TAJTN,HFGNRA,GNRA,Fluyente
TALAR1,TALARR1,FTALAR1,NEXU,Solar fotovoltaica
TALAR2,TALARR2,FTALAR2,NEXU,Solar fotovoltaica
TALARN,TALARN,HGEFG,EFG,Fluyente
TALARRU,TALARRU,FTALARR,GESTE,Solar fotovoltaica
TALASOL,TALASOL,FTASOL,EGLE,Solar fotovoltaica
TALAVE,TALAVE,HYTLAVE,CEG,Embalse
TALAVER,TALAVER,HFASIE,ASIE,Fluyente
TALAYA,TALAYA,FTALAYA,CEG,Solar fotovoltaica
TALAYAS,TALAYAS,EPRADA4,EGLE,Eólica terrestre
TALAYEL,TALAYLAS2,FTALYEL,GESTE,Solar fotovoltaica
TALAYU,TALAYU,FGENIA,EGLE,Solar fotovoltaica
TALEC01,TALARN_UP,TALEC01,TALEN,Comercializadores mercado libre
TALEGA,TALEGA,FTALEGA,CEG,Solar fotovoltaica
TALGC01,TALGC01,TALGC01,TALGA,Consumos directos en mercado
TALIA1,TALIA1,FTALIA1,ATENC,Solar fotovoltaica
TALIA2,TALIA2,FTALIA2,ATENC,Solar fotovoltaica
TALLAT,TALLAT,EGREEN1,EGED,Eólica terrestre
TALLI,TALLI,EHIBGES,IBGES,Eólica terrestre
TAM1,TAMBRE 1,UFGC,GNFG,Embalse
TAM2,TAMBRE 2,UFGC,GNFG,Embalse
TAM3,TAMBRE 3,UFGC,GNFG,Embalse
TAM4,TAMBRE 4,UFGC,GNFG,Embalse
TAM5,TAMBRE 5,UFGC,GNFG,Embalse
TAN1,TANES 1G,HCHI,HC G,Embalse
TAN1B,TANES 1B,TANB,HC G,Consumo bombeo
TAN2,TANES 2G,HCHI,HC G,Embalse
TAN2B,TANES 2B,TANB,HC G,Consumo bombeo
TANGUBU,TANGUBU,COGTANG,DETIC,Gas natural cogeneración
TANGURO,TANGURO,COGTAN2,DETIC,Gas natural cogeneración
TAPOWER,TAPOWER,TAPOWER,TAPOW,Ciclo combinado
TARACEN,TARACN,FTARACN,GESTE,Solar fotovoltaica
TARACES,TARCS,FTARACS,GESTE,Solar fotovoltaica
TARAYUE,TARAYUE,EHIBGES,IBGES,Eólica terrestre
TARBA,TARBA,TTARBA,GEMSL,Residuos varios
TARDI1,TARDI1,EHIBGES,IBGES,Eólica terrestre
TARDI2,TARDI2,EHIBGES,IBGES,Eólica terrestre
TASIX,TASIX,UPSON5,GNRA,Solar fotovoltaica
TASIX2,TASIX2,UPSON5,GNRA,Solar fotovoltaica
TATAC01,TATAC01,TATAC01,TATAN,Comercializadores mercado libre
TAULELL,TAULELL,TCTAULE,WMARK,Gas natural cogeneración
TAUSTE,TAUSTE,FTAUSTE,NEXU,Solar fotovoltaica
TAUTC01,TAUTRA,TAUTC01,TAUTR,Comercializadores mercado libre
TCIBCUR,TCIBCUR,TCIBCUR,IBCUR,Gas natural cogeneración
TCOTIL,COTILLAS,FCOTILL,NEXU,Solar fotovoltaica
TE4148,TE4148,FTE4148,SOLRC,Solar fotovoltaica
TE91156,TE91156,FTE9156,SOLRC,Solar fotovoltaica
TEA,TEA,EDEVAG,EGED,Eólica terrestre
TEA1,TEA1,HENGAG,EGLE,Fluyente
TEBAR,TEBAR,FTEBAR,NEXU,Solar fotovoltaica
TECNUTR,TECNUTR,COGTECN,DETIC,Derivados del petróleo o carbón
TECQU,TECQU,TTECQU,IGNIS,Gas natural cogeneración
TEIXID,TEIXID,ENDER01,ENDCO,Comercializadores mercado libre
TEIXIDO,TEIXIDO,EEGPEM,ECYR,Eólica terrestre
TEJEDA,TEJEDA,INTRE02,INTRA,Solar fotovoltaica
TEJES,TEJES,FVTEJES,GNRA,Solar fotovoltaica
TEJONER,TEJONER,ETEJONE,NEXU,Eólica terrestre
TELEST2,TELEST2,FFV155,EGLE,Solar fotovoltaica
TELEST3,TELEST3,FFV154,EGLE,Solar fotovoltaica
TENDC01,TENDC01,TENDC01,TENDE,Comercializadores mercado libre
TEOTC01,TORNA,TEOTC01,TORNA,Comercializadores mercado libre
TEQIX,TEQIX,UPSON4,GNRA,Solar fotovoltaica
TERM,TERMENS,EBRFEN,ENDG,Fluyente
TERMOS1,TGST148,TGST148,GESTE,Solar térmica
TERMOS2,TGST149,TGST149,GESTE,Solar térmica
TEROYO,TEROYO,TTROYO,NEXU,Gas natural cogeneración
TERRER,TERRER,FTERRER,NEXU,Solar fotovoltaica
TERSC01,TERSACOMER,TERSC01,TERSA,Comercializadores mercado libre
TERUELO,TERUELO,EHIBGES,IBGES,Eólica terrestre
TERVALI,FV TERVALI,FDREU20,DREUA,Solar fotovoltaica
TESOPA,TESOPA,EGASNE2,GNCO,Eólica terrestre
TESORI,TESORI,EGASNE2,GNCO,Eólica terrestre
TEV2C01,TEV2C01,TEV2C01,TEVI,Consumos directos en mercado
TEVIC01,TEVIC01,TEVIC01,TEVI,Consumos directos en mercado
TEXSAN,TEXSAN,ENDER01,ENDCO,Comercializadores mercado libre
TEXTILS,RE-00793,TSANTA,NEXU,Gas natural cogeneración
TFAPRO,TFAPRO,FTFAPRO,NEXU,Solar fotovoltaica
TFGALL,TFGALL,TTFGALL,NEXU,Gas natural cogeneración
TFTPSJ,TFTPSJ,TTFTPSJ,NEXU,Gas natural cogeneración
TGBSC01,TGBSC01,TGBSC01,TGBSA,Consumos directos en mercado
TGROSA,TORREGROSA,FRULAOR,NEXU,Solar fotovoltaica
TGYEC01,TGYE,TGYEC01,TGYE,Comercializadores mercado libre
THARIM,THARIM,THARIM,GNRA,Gas natural cogeneración
THELC01,THELC01,THELC01,THELE,Comercializadores mercado libre
THERC01,THERMOLYMP,THERC01,THER,Consumos directos en mercado
TICO,PE TICO,TICO,ECYR,Eólica terrestre
TICOSO1,TICOSO1,FEGPEV,ECYR,Solar fotovoltaica
TICOSO2,TICOSO2,FEGPEV,ECYR,Solar fotovoltaica
TIEATOM,TIEATOM,TATOM,EGLE,Gas natural cogeneración
TIGUEIR,TIGUEIR,EORTIV,EGLE,Eólica terrestre
TIJOLA,TIJOLA,HACUAM,EGLE,Fluyente
TILOS,CHTILOS,HDALT02,INTRA,Fluyente
TINAJE1,TINAJE1,FTINJR1,NEXU,Solar fotovoltaica
TINAJR2,TINAJR2,FTINJR2,NEXU,Solar fotovoltaica
TIOHERR,TIOHERR,TFGASN,GNCO,Gas natural cogeneración
TIRAPU,TIRAPU,EGASNE1,GNCO,Eólica terrestre
TIRCC01,TIRVIA,TIRCC01,COTIR,Comercializadores mercado libre
TIRMADR,TIRMADR,RTIRMA,EGLE,Residuos domésticos y similares
TIT151,TIT151,FTIT151,SOLRC,Solar fotovoltaica
TJE1,TAJOENC 1G,TJEG,ENDG,Turbinación bombeo
TJE1B,TAJOENC 1B,TJEB,ENDG,Consumo bombeo
TJE2,TAJOENC 2G,TJEG,ENDG,Turbinación bombeo
TJE2B,TAJOENC 2B,TJEB,ENDG,Consumo bombeo
TJE3,TAJOENC 3G,TJEG,ENDG,Turbinación bombeo
TJE3B,TAJOENC 3B,TJEB,ENDG,Consumo bombeo
TJE4,TAJOENC 4G,TJEG,ENDG,Turbinación bombeo
TJE4B,TAJOENC 4B,TJEB,ENDG,Consumo bombeo
TLA1,TALARN 1,EBRFEN,ENDG,Embalse
TLA2,TALARN 2,EBRFEN,ENDG,Embalse
TLA3,TALARN 3,EBRFEN,ENDG,Embalse
TLA4,TALARN 4,EBRFEN,ENDG,Embalse
TLAYUE2,TLAYUE 2,FTLAYL2,NEXU,Solar fotovoltaica
TLAYUEL,TLAYUEL,FTLAYL1,NEXU,Solar fotovoltaica
TLCMC01,TEL COMER1,TLCMC01,TLCOR,Comercializadores mercado libre
TLCRC01,TLCRC01,TLCRC01,TLCOR,Consumos directos en mercado
TLLANO,TLLANO,SHEPV09,SHEEN,Solar fotovoltaica
TMADRIN,TMADRIN,ETMA,IGNIS,Eólica terrestre
TMSIX,TMSIX,TMGAL,GNRA,Solar fotovoltaica
TO1PSP,TO1PSP,FTO1PSP,SOLRC,Solar fotovoltaica
TO2101,TO2101,FTO2101,SOLRC,Solar fotovoltaica
TOBA,LA TOBA,UFTA,GNFG,Embalse
TOBOSO1,FV TOBOSO1,FDREU17,DREUA,Solar fotovoltaica
TOBOSO2,FV TOBOSO2,FDREU23,DREUA,Solar fotovoltaica
TOCONAL,TOCONAL,FAUDAX,ADXRE,Solar fotovoltaica
TOCOTI,TOCOTI,F1CEG,CEG,Solar fotovoltaica
TODMN,TODMN,UPSON3,GNRA,Solar fotovoltaica
TODOSON,TODOSON,E1CEG,CEG,Eólica terrestre
TOECC01,TRISO,TOECC01,TRISO,Comercializadores mercado libre
TOJ1,TORREJ 1G,TAJO,IBEG,Embalse
TOJ1B,TORREJ 1B,TAJB,IBEG,Consumo bombeo
TOJ2,TORREJ 2G,TAJO,IBEG,Embalse
TOJ2B,TORREJ 2B,TAJB,IBEG,Consumo bombeo
TOJ3,TORREJ 3G,TAJO,IBEG,Embalse
TOJ3B,TORREJ 3B,TAJB,IBEG,Consumo bombeo
TOJ4,TORREJ 4G,TAJO,IBEG,Embalse
TOJ4B,TORREJ 4B,TAJB,IBEG,Consumo bombeo
TOLSA,TOLSA,TTOLSA,CEG,Gas natural cogeneración
TOMACAN,TOMACAN,HPCANAV,CEG,Fluyente
TOMI,TOMI,FTOMI,REPSB,Solar fotovoltaica
TOMIRO1,TOMIRO,EMEDI,MEDI,Eólica terrestre
TOMIRO2,TOMIRO2,EMEDI,MEDI,Eólica terrestre
TOMMC01,TOMMI,TOMMC01,TOMMY,Comercializadores mercado libre
TOR,TORINA 1,VIES,REPSB,Embalse
TOR2,TORINA 2,VIES,REPSB,Embalse
TOR3,TORINA 3,VIES,REPSB,Embalse
TOR3LE,TOR3LE,FTOR3LE,SOLRC,Solar fotovoltaica
TORANZA,TORANZA,EEWING,EGLE,Eólica terrestre
TORDERA,PS TORDERA,EYPPV4,EPYM,Solar fotovoltaica
TORDES1,TORD1,FTORDE1,GESTE,Solar fotovoltaica
TORDES2,TORD2,FTORDE1,GESTE,Solar fotovoltaica
TORDES3,TORDES3,FFWMARK,WMARK,Solar fotovoltaica
TORDOS,TORDOS,EGASN2U,GNCO,Eólica terrestre
TOREC,TOREC,EHIBGES,IBGES,Eólica terrestre
TOREC01,TOREC01,TOREC01,TOREN,Comercializadores mercado libre
TORIJA3,T3,FTORIJ3,GESTE,Solar fotovoltaica
TORIJS,TORJS,FTORIJ2,GESTE,Solar fotovoltaica
TORIL,CHTORILES,HDALT02,INTRA,Fluyente
TORJAIV,TJ4,FTORIJ4,GESTE,Solar fotovoltaica
TORMC01,TORMESH,TORMC01,TORME,Comercializadores mercado libre
TOROZA,TOROZA,EGASN2U,GNCO,Eólica terrestre
TOROZB,TOROZB,EGASN2U,GNCO,Eólica terrestre
TOROZC,TOROZC,EGASN2U,GNCO,Eólica terrestre
TORR,TORRIJ,FTORRIJ,IGNIS,Solar fotovoltaica
TORREC1,TORRE,FGST135,GESTE,Solar fotovoltaica
TORREC2,TORREC,FGST136,GESTE,Solar fotovoltaica
TORREMO,TORREMO,FFWMARK,WMARK,Solar fotovoltaica
TORRIJ,UFTORRIJOS,FTORRJ,IGNIS,Solar fotovoltaica
TORRNOR,TORRNOR,FVTORRN,WMARK,Solar fotovoltaica
TORRSUR,TORRSUR,FVTORRS,WMARK,Solar fotovoltaica
TORTE01,TORTE01,TORTE01,TORTE,Consumos directos en mercado
TORTE2,TORTE2,TAE3COG,COGEN,Gas natural cogeneración
TORTOSA,TOSTOSA,TAE2COG,COGEN,Gas natural cogeneración
TOTANA,TOTANA II,FEGPEM,ECYR,Solar fotovoltaica
TOTANA4,TOTANA4,FTOTANA,NEXU,Solar fotovoltaica
TOTGCP3,TOTGCP3,TOTGCP3,TOTGA,Importación Francia
TOTGVP3,TOTGVP3,TOTGVP3,TOTGA,Exportación Francia
TOURADO,TDO,EMTOURD,NEXU,Eólica terrestre
TOURINA,TOURINA,EEGPEM,ECYR,Eólica terrestre
TOURO,TOURO,HRWMARK,WMARK,Fluyente
TOWASR,TOWASR,ENDER01,ENDCO,Comercializadores mercado libre
TPEEXXI,TPEEXXI,TPEEXXI,EEXXI,Gas natural cogeneración
TPEONUR,TPEONUR,TPEONUR,EONUR,Gas natural cogeneración
TPHCCUR,TPHCCUR,TPHCCUR,HCCUR,Gas natural cogeneración
TPIBCUR,TPIBCUR,TPIBCUR,IBCUR,Derivados del petróleo o carbón
TPODEBO,TYCEG,TPODEBO,CEG,Gas natural cogeneración
TPPURI,TPPURI,TPFEN,FEN,Derivados del petróleo o carbón
TRA1,TRNCOLOB 1,JUCA,IBEG,Fluyente
TRA2,TRNCOLOB 2,JUCA,IBEG,Fluyente
TRA3,TRNCOLOB 3,JUCA,IBEG,Fluyente
TRACTA,TRACTA,TTRACTA,DETIC,Biogás
TRADC01,TRADC01,TRADC01,TRADB,Consumos directos en mercado
TRAFO,TRAFO,TOFGE,GNRA,Solar fotovoltaica
TRAJUN,TRAJUN,TTRAJUN,DETIC,Gas natural cogeneración
TRALMAZ,TRALMAZ,TFGASN,GNCO,Gas natural cogeneración
TRAPERA,TRAPERA,EPEGLE,EGLE,Eólica terrestre
TRARGIS,TRARGIS,RESIAME,AME,Residuos domésticos y similares
TRASESA,TRASESA,TYTERSA,TERSA,Residuos domésticos y similares
TRATPUR,TRATPUR,TECONAV,EGLE,Gas natural cogeneración
TRB1,TRNCOBEA 1,GDLQ,ENDG,Embalse
TRB2,TRNCOBEA 2,GDLQ,ENDG,Embalse
TRB3,TRNCOBEA 3,GDLQ,ENDG,Embalse
TRBGN,TRBGN,HABGN,GNRA,Solar fotovoltaica
TRBON,TRBON,UPBON3,GNRA,Solar fotovoltaica
TRC2,TRC2,TRC2,WMARK,Fluyente
TRCD,TRONCEDA,TRCD,WMARK,Fluyente
TRD1,TERRADET 1,EBRFEN,ENDG,Embalse
TRD2,TERRADET 2,EBRFEN,ENDG,Embalse
TRDESI,TRDESI,FTRDESI,NEXU,Solar fotovoltaica
TRE1,TRESPAD 1,EBRA,IBEG,Embalse
TRE2,TRESPAD 2,EBRA,IBEG,Embalse
TREAQ1,TREAQ1,UPTREV1,GNRA,Solar fotovoltaica
TREAQ2,TREAQ2,UPTREV2,GNRA,Solar fotovoltaica
TREITO,TREITO,EHIBGES,IBGES,Eólica terrestre
TREMUZO,TREMUZO,EHIBGES,IBGES,Eólica terrestre
TRESPIC,TRESPIC,EFWMARK,WMARK,Eólica terrestre
TRGU,TREGURA,EBRFEN,ENDG,Fluyente
TRI1,TRI1,FTRI,REPSB,Solar fotovoltaica
TRI2,TRI2,FTRI,REPSB,Solar fotovoltaica
TRI3,TRII3,FTRI,REPSB,Solar fotovoltaica
TRI4,TRI4,FTRI,REPSB,Solar fotovoltaica
TRICC01,TRICLINIUM,TRICC01,TRICL,Comercializadores mercado libre
TRILLO1,THERMISTO,SHEPV22,SHEEN,Solar fotovoltaica
TRILLO2,TELESTO7,SHEPV23,SHEEN,Solar fotovoltaica
TRILLO3,TRILLO3,SHEPV24,SHEEN,Solar fotovoltaica
TRILLO4,RHEA,SHEPV25,SHEEN,Solar fotovoltaica
TRILLO5,TELESTO,SHEPV26,SHEEN,Solar fotovoltaica
TRIPCX1,PORGENC,TRIPCX1,TRISO,Porfolio
TRIPVX1,PORGENV,TRIPVX1,TRISO,Porfolio
TRITURA,TRITURA,EDPCR01,EDPCL,Comercializadores mercado libre
TRL1,TRILLO,TRL1,IGNU,Nuclear
TRLL,TRLL,ECERRA2,REPSB,Eólica terrestre
TRRMOT,TRRMOT,ENDER01,ENDCO,Comercializadores mercado libre
TRRSJO,TRRSJO,ENDER01,ENDCO,Comercializadores mercado libre
TRRSMA,TRRSMA,TUTETEM,UTTEM,Residuos domésticos y similares
TRRZAR,TRRZAR,ENDER01,ENDCO,Comercializadores mercado libre
TRUCAF,TRUCAF,EFPART,GNCO,Eólica terrestre
TRUET,TRUETA,TWAME,AME,Gas natural cogeneración
TRUJSER,TRUJSER,VEMTR,GNRA,Solar fotovoltaica
TSEAT,SEAT,TGSEAT,AME,Gas natural cogeneración
TSLARIS,TSRISCA,TSRISCA,WMARK,Solar térmica
TSMAJAD,TSMAJADAS,TSMAJAD,WMARK,Solar térmica
TSOLC01,TSOL_UPC01,TSOLC01,TSOL,Comercializadores mercado libre
TSPALM1,TSPALMAR,TSPALMA,WMARK,Solar térmica
TSPALM2,TSPALMARI,TSPALMA,WMARK,Solar térmica
TSRDCP3,TSRDCP3,TSRDCP3,TSRDE,Importación Francia
TSRDVP3,TSRDVP3,TSRDVP3,TSRDE,Exportación Francia
TUBERI,TUBERI,ENDER01,ENDCO,Comercializadores mercado libre
TUC132,TUC132,FTUC132,SOLRC,Solar fotovoltaica
TUDEAB,TUDEAB,EDPCR01,EDPCL,Comercializadores mercado libre
TUDELA,TUDELA,HFEGED,EGED,Fluyente
TUDELR,TUDELR,EDPCR01,EDPCL,Comercializadores mercado libre
TUDETV,TUDETV,EDPCR01,EDPCL,Comercializadores mercado libre
TUELC01,UP TUELE,TUELC01,TUELE,Comercializadores mercado libre
TUREGAN,TUREGAN,TIGTUR,COGEN,Gas natural cogeneración
TUROMAG,TUROMAG,EGASNE0,GNCO,Eólica terrestre
TURRNRO,TURRONEROS,FTURRON,NEXU,Solar fotovoltaica
TUSSBA,TUSSBA,FVGNRA,GNRA,Solar fotovoltaica
TWINHS1,FGST155,FGST155,GESTE,Solar fotovoltaica
TXUTXU,TXUTXU,EGREEN,EGED,Eólica terrestre
TXZC01F,TXZC01F,TEXZR01,TEXOR,Consumos directos en mercado
TYAME,TYAME,TYAME,AME,Gas natural cogeneración
TYCEG,TYCEG,TYCEG,CEG,Gas natural cogeneración
TYEEXXI,TYEEXXI,TYEEXXI,EEXXI,Gas natural cogeneración
TYEGLE,TYEGLE,TYEGLE,EGLE,Gas natural cogeneración
TYEONUR,TYEONUR,TYEONUR,EONUR,Gas natural cogeneración
TYGENER,TYGENER,TYGENER,ADXRE,Gas natural cogeneración
TYGNRA,TYGNRA,TYGNRA,GNRA,Gas natural cogeneración
TYGNSUR,TYGNSUR,TYGNSUR,GNSUR,Gas natural cogeneración
TYHCCUR,TYHCCUR,TYHCCUR,HCCUR,Gas natural cogeneración
TYHCG,TYHCG,TYHCG,HC G,Gas natural cogeneración
TYIBCUR,TYIBCUR,TYIBCUR,IBCUR,Gas natural cogeneración
TYLAUE3,TYLAUE3F,TYLAUE3,LAUEI,Derivados del petróleo o carbón
TYLMER,TYLMER,TYLMER,LMER,Gas natural cogeneración
TYNEXU,TYNEXU,TYNEXU,NEXU,Gas natural cogeneración
TYWMARK,TYWMARK,TYWMARK,WMARK,Gas natural cogeneración
TZNETA,TZNETA,FTZNETA,NEXU,Solar fotovoltaica
UB09BU,UB09BU,FORTR01,FORTI,Comercializadores mercado libre
UBE000,UBE000,ENDER01,ENDCO,Comercializadores mercado libre
UBORC01,UBORA,UBORC01,UBORA,Comercializadores mercado libre
UCARRIL,UCARRIL,FCARRIL,NEXU,Solar fotovoltaica
UCHE,UCHE,COGUCHE,DETIC,Gas natural cogeneración
UF_ALBO,UF_ALBOLOT,ALBOLOT,LIDER,Solar fotovoltaica
UF_DOLA,UF_DOLAR,DOLAR,LIDER,Solar fotovoltaica
UF_GUAD,UF_GUADIX,GUADIX_,LIDER,Solar fotovoltaica
UF-MOLI,UF-MOLIVI,MOLIVI,AMADR,Fluyente
UF-RESS,UF-RESSEC,RESSEC,AMADR,Fluyente
UF-TARC,FV MAZ TMA,TERMOAR,LMER,Solar fotovoltaica
UFACAC,UFCOMPRA,UPACAC,IGNIS,Batería electroquímica
UFACAMP,UFACAMPO,UPACAMP,IGNIS,Solar fotovoltaica
UFACAV,UFVENTA,UPACAV,IGNIS,Batería electroquímica
UFADEL,UFADELFA,UPADEL,IGNIS,Solar fotovoltaica
UFAG001,UF AG001,FVGNRA,GNRA,Solar fotovoltaica
UFAG002,UF AG002,FGEFG,EFG,Solar fotovoltaica
UFAG003,UF AG003,FGEFG,EFG,Solar fotovoltaica
UFAG004,UF AG004,FVGNRA,GNRA,Solar fotovoltaica
UFAG005,UF AG005,FGEFG,EFG,Solar fotovoltaica
UFAG006,UF AG006,FVGNRA,GNRA,Solar fotovoltaica
UFAG009,UF AG009,FGEFG,EFG,Solar fotovoltaica
UFAG012,UF AG012,FGEFG,EFG,Solar fotovoltaica
UFAG013,UF AG013,FGEFG,EFG,Solar fotovoltaica
UFAG014,UF AG014,FVGNRA,GNRA,Solar fotovoltaica
UFAG015,UF AG015,FVGNRA,GNRA,Solar fotovoltaica
UFAG017,UF AG017,FGEFG,EFG,Solar fotovoltaica
UFAG019,UF AG019,FGEFG,EFG,Solar fotovoltaica
UFAG022,UF AG022,FGEFG,EFG,Solar fotovoltaica
UFAG023,UF AG023,FGEFG,EFG,Solar fotovoltaica
UFAG027,UFAG027,UPGR025,EFG,Solar fotovoltaica
UFAG028,UFAG028,UPGR026,EFG,Solar fotovoltaica
UFAG029,UFAG029,UPGR027,EFG,Solar fotovoltaica
UFAG030,UFAG030,FGEFG,EFG,Solar fotovoltaica
UFAG031,UFAG031,UPGR028,EFG,Solar fotovoltaica
UFAG033,UFAG033,UPGR030,EFG,Solar fotovoltaica
UFAG034,UFAG034,FGEFG,EFG,Solar fotovoltaica
UFAG035,UFAG035,FGEFG,EFG,Solar fotovoltaica
UFAG036,UFAG036,FGEFG,EFG,Solar fotovoltaica
UFAG037,UFAG037,FGEFG,EFG,Solar fotovoltaica
UFAG038,UFAG038,FGEFG,EFG,Solar fotovoltaica
UFAG039,UFAG039,FGEFG,EFG,Solar fotovoltaica
UFAG040,UFAG040,FGEFG,EFG,Solar fotovoltaica
UFAG041,UFAG041,UPGR034,EFG,Solar fotovoltaica
UFAG042,UFAG042,UPGR033,EFG,Solar fotovoltaica
UFAG043,UFAG043,FGEFG,EFG,Solar fotovoltaica
UFAG044,UFAG044,FGEFG,EFG,Solar fotovoltaica
UFAG045,UFAG045,FGEFG,EFG,Solar fotovoltaica
UFAG046,UFAG046,FGEFG,EFG,Solar fotovoltaica
UFAG047,UFAG047,FGEFG,EFG,Solar fotovoltaica
UFAGFO1,UFAGFO1,FGEFG,EFG,Solar fotovoltaica
UFAGFO2,UFAGFO2,UPGR032,EFG,Solar fotovoltaica
UFAGFO3,UFAGFO3,FGEFG,EFG,Solar fotovoltaica
UFAGRE1,UFAGRE1,EDPCR01,EDPCL,Comercializadores mercado libre
UFAGUI,UFAGUILA,UPAGUI,IGNIS,Solar fotovoltaica
UFAIRPO,FAIRPORT,UPAIRPO,IGNIS,Solar fotovoltaica
UFAL20,UFALCON20,UPAL20,IGNIS,Solar fotovoltaica
UFAL21,UFALCAN21,UPAL21,IGNIS,Solar fotovoltaica
UFALAMB,ALAMBOR SO,UPALAMB,IGNIS,Solar fotovoltaica
UFALG1,UFGUADA1,UPALG1,IGNIS,Solar fotovoltaica
UFALG2,UFGUADA2,UPALG2,IGNIS,Solar fotovoltaica
UFALIER,UFALIER,ATLSR01,ATLAS,Comercializadores mercado libre
UFALMAN,UF ALMANSO,UPALMAN,IGNIS,Solar fotovoltaica
UFALME,UFALMENDRO,UPALME,IGNIS,Solar fotovoltaica
UFANDEL,UF ANDELLA,UPANDEL,IGNIS,Eólica terrestre
UFARCH2,UFARCHO II,UPARCH2,IGNIS,Solar fotovoltaica
